CONCESSIONARIA,SUBGRUPO,MODALIDADE,CLASSE,SUBCLASSE,POSTO,UNIDADE,Total TUSD,Total TE
Equatorial PI,A3a,Verde,Não se aplica,Não se aplica,Não se aplica,kW,29.65,0.0
Equatorial PI,A3a,Verde,Não se aplica,Não se aplica,Fora ponta,MWh,121.87,236.71
Equatorial PI,A4,Azul,Não se aplica,Não se aplica,Ponta,MWh,46.06,0.0
Equatorial PI,A4,Azul,Não se aplica,Não se aplica,Ponta,kW,78.98,0.0
Equatorial PI,A4,Azul,Não se aplica,Não se aplica,Fora ponta,MWh,46.06,0.0
Equatorial PI,A4,Azul,Não se aplica,Não se aplica,Fora ponta,kW,29.65,0.0
Equatorial PI,A4,Azul,Não se aplica,Não se aplica,Ponta,MWh,121.87,385.45
Equatorial PI,A4,Azul,Não se aplica,Não se aplica,Ponta,kW,78.98,0.0
Equatorial PI,A4,Azul,Não se aplica,Não se aplica,Fora ponta,MWh,121.87,236.71
Equatorial PI,A4,Azul,Não se aplica,Não se aplica,Fora ponta,kW,29.65,0.0
Equatorial PI,A4,Convencional,Não se aplica,Não se aplica,Não se aplica,MWh,0.0,249.1
Equatorial PI,A4,Distribuição,Não se aplica,Não se aplica,Ponta,kW,39.65,0.0
Equatorial PI,A4,Distribuição,Não se aplica,Não se aplica,Não se aplica,MWh,20.32,0.0
Equatorial PI,A4,Distribuição,Não se aplica,Não se aplica,Fora ponta,kW,16.67,0.0
Equatorial PI,A4,Geração,Não se aplica,Não se aplica,Não se aplica,kW,18.74,0.0
Equatorial PI,A4,Verde,Não se aplica,Não se aplica,Ponta,MWh,1960.43,0.0
Equatorial PI,A4,Verde,Não se aplica,Não se aplica,Não se aplica,kW,29.65,0.0
Equatorial PI,A4,Verde,Não se aplica,Não se aplica,Fora ponta,MWh,46.06,0.0
Equatorial PI,A4,Verde,Não se aplica,Não se aplica,Ponta,MWh,2036.25,385.45
Equatorial PI,A4,Verde,Não se aplica,Não se aplica,Não se aplica,kW,29.65,0.0
Equatorial PI,A4,Verde,Não se aplica,Não se aplica,Fora ponta,MWh,121.87,236.71
Equatorial PI,B,Geração,Não se aplica,Não se aplica,Não se aplica,kW,5.82,0.0
Equatorial PI,B,Geração,Não se aplica,Não se aplica,Não se aplica,kW,19.6,0.0
Equatorial PI,B1,Branca,Residencial,Residencial,Ponta,MWh,1281.54,385.45
Equatorial PI,B1,Branca,Residencial,Residencial,Intermediário,MWh,832.48,236.71
Equatorial PI,B1,Branca,Residencial,Residencial,Fora ponta,MWh,383.41,236.71
Equatorial PI,B1,Convencional,Residencial,Baixa Renda,Não se aplica,MWh,407.55,249.1
Equatorial PI,B1,Convencional,Residencial,Residencial,Não se aplica,MWh,494.0,249.1
Equatorial PI,B1,Convencional pré-pagamento,Residencial,Baixa Renda,Não se aplica,MWh,407.55,249.1
Equatorial PI,B1,Convencional pré-pagamento,Residencial,Residencial,Não se aplica,MWh,494.0,249.1
Equatorial PI,B2,Branca,Rural,Cooperativa de eletrificação rural,Ponta,MWh,1157.39,362.33
Equatorial PI,B2,Branca,Rural,Cooperativa de eletrificação rural,Intermediário,MWh,754.18,222.51
Equatorial PI,B2,Branca,Rural,Cooperativa de eletrificação rural,Fora ponta,MWh,350.96,222.51
Equatorial PI,B2,Branca,Rural,Não se aplica,Ponta,MWh,1157.39,362.33
Equatorial PI,B2,Branca,Rural,Não se aplica,Intermediário,MWh,754.18,222.51
Equatorial PI,B2,Branca,Rural,Não se aplica,Fora ponta,MWh,350.96,222.51
Equatorial PI,B2,Branca,Rural,Serviço público de irrigação rural,Ponta,MWh,1132.77,354.62
Equatorial PI,B2,Branca,Rural,Serviço público de irrigação rural,Intermediário,MWh,738.13,217.77
Equatorial PI,B2,Branca,Rural,Serviço público de irrigação rural,Fora ponta,MWh,343.49,217.77
Equatorial PI,B2,Convencional,Rural,Cooperativa de eletrificação rural,Não se aplica,MWh,464.36,234.16
Equatorial PI,B2,Convencional,Rural,Não se aplica,Não se aplica,MWh,464.36,234.16
Equatorial PI,B2,Convencional,Rural,Serviço público de irrigação rural,Não se aplica,MWh,454.48,229.18
Equatorial PI,B2,Convencional pré-pagamento,Rural,Cooperativa de eletrificação rural,Não se aplica,MWh,464.36,234.16
Equatorial PI,B2,Convencional pré-pagamento,Rural,Não se aplica,Não se aplica,MWh,464.36,234.16
Equatorial PI,B2,Convencional pré-pagamento,Rural,Serviço público de irrigação rural,Não se aplica,MWh,454.48,229.18
Equatorial PI,B3,Branca,Não se aplica,Não se aplica,Ponta,MWh,1264.78,385.45
Equatorial PI,B3,Branca,Não se aplica,Não se aplica,Intermediário,MWh,822.42,236.71
Equatorial PI,B3,Branca,Não se aplica,Não se aplica,Fora ponta,MWh,380.06,236.71
Equatorial PI,B3,Convencional,Não se aplica,Não se aplica,Não se aplica,MWh,494.0,249.1
Equatorial PI,B3,Convencional pré-pagamento,Não se aplica,Não se aplica,Não se aplica,MWh,494.0,249.1
Equatorial PI,B4,Convencional,Iluminação pública,Iluminação pública – B4a,Não se aplica,MWh,271.7,137.01
Equatorial PI,B4,Convencional,Iluminação pública,Iluminação pública – B4b,Não se aplica,MWh,296.4,149.46
ESE,A3,Azul,Não se aplica,Não se aplica,Ponta,MWh,6.57,0.0
ESE,A3,Azul,Não se aplica,Não se aplica,Ponta,kW,31.33,0.0
ESE,A3,Azul,Não se aplica,Não se aplica,Fora ponta,MWh,6.57,0.0
ESE,A3,Azul,Não se aplica,Não se aplica,Fora ponta,kW,10.94,0.0
ESE,A3,Azul,Não se aplica,Não se aplica,Ponta,MWh,45.95,361.55
ESE,A3,Azul,Não se aplica,Não se aplica,Ponta,kW,31.33,0.0
ESE,A3,Azul,Não se aplica,Não se aplica,Fora ponta,MWh,45.95,223.15
ESE,A3,Azul,Não se aplica,Não se aplica,Fora ponta,kW,10.94,0.0
ESE,A3,Distribuição,Não se aplica,Não se aplica,Ponta,kW,9.33,0.0
ESE,A3,Distribuição,Não se aplica,Não se aplica,Não se aplica,MWh,4.62,0.0
ESE,A3,Distribuição,Não se aplica,Não se aplica,Fora ponta,kW,8.79,0.0
ESE,A3,Geração,Não se aplica,Não se aplica,Não se aplica,kW,12.96,0.0
ESE,A4,Azul,Não se aplica,Não se aplica,Ponta,MWh,16.88,0.0
ESE,A4,Azul,Não se aplica,Não se aplica,Ponta,kW,73.08,0.0
ESE,A4,Azul,Não se aplica,Não se aplica,Fora ponta,MWh,16.88,0.0
ESE,A4,Azul,Não se aplica,Não se aplica,Fora ponta,kW,26.6,0.0
ESE,A4,Azul,Não se aplica,Não se aplica,Ponta,MWh,65.01,361.55
ESE,A4,Azul,Não se aplica,Não se aplica,Ponta,kW,73.08,0.0
ESE,A4,Azul,Não se aplica,Não se aplica,Fora ponta,MWh,65.01,223.15
ESE,A4,Azul,Não se aplica,Não se aplica,Fora ponta,kW,26.6,0.0
ESE,A4,Convencional,Não se aplica,Não se aplica,Não se aplica,MWh,0.0,234.68
ESE,A4,Distribuição,Não se aplica,Não se aplica,Ponta,kW,36.25,0.0
ESE,A4,Distribuição,Não se aplica,Não se aplica,Ponta,kW,36.25,0.0
ESE,A4,Distribuição,Não se aplica,Não se aplica,Ponta,kW,36.25,0.0
ESE,A4,Distribuição,Não se aplica,Não se aplica,Ponta,kW,8.91,0.0
ESE,A4,Distribuição,Não se aplica,Não se aplica,Não se aplica,MWh,11.15,0.0
ESE,A4,Distribuição,Não se aplica,Não se aplica,Não se aplica,MWh,11.15,0.0
ESE,A4,Distribuição,Não se aplica,Não se aplica,Não se aplica,MWh,11.15,0.0
ESE,A4,Distribuição,Não se aplica,Não se aplica,Não se aplica,MWh,11.15,0.0
ESE,A4,Distribuição,Não se aplica,Não se aplica,Fora ponta,kW,16.48,0.0
ESE,A4,Distribuição,Não se aplica,Não se aplica,Fora ponta,kW,16.48,0.0
ESE,A4,Distribuição,Não se aplica,Não se aplica,Fora ponta,kW,16.48,0.0
ESE,A4,Distribuição,Não se aplica,Não se aplica,Fora ponta,kW,8.66,0.0
ESE,A4,Geração,Não se aplica,Não se aplica,Não se aplica,kW,14.32,0.0
ESE,A4,Verde,Não se aplica,Não se aplica,Ponta,MWh,1789.76,0.0
ESE,A4,Verde,Não se aplica,Não se aplica,Não se aplica,kW,26.6,0.0
ESE,A4,Verde,Não se aplica,Não se aplica,Fora ponta,MWh,16.88,0.0
ESE,A4,Verde,Não se aplica,Não se aplica,Ponta,MWh,1837.89,361.55
ESE,A4,Verde,Não se aplica,Não se aplica,Não se aplica,kW,26.6,0.0
ESE,A4,Verde,Não se aplica,Não se aplica,Fora ponta,MWh,65.01,223.15
ESE,B,Geração,Não se aplica,Não se aplica,Não se aplica,kW,7.02,0.0
ESE,B,Geração,Não se aplica,Não se aplica,Não se aplica,kW,21.03,0.0
ESE,B1,Branca,Residencial,Residencial,Ponta,MWh,1054.53,361.55
ESE,B1,Branca,Residencial,Residencial,Intermediário,MWh,668.5,223.15
ESE,B1,Branca,Residencial,Residencial,Fora ponta,MWh,282.46,223.15
ESE,B1,Convencional,Residencial,Baixa Renda,Não se aplica,MWh,356.66,234.68
ESE,B1,Convencional,Residencial,Residencial,Não se aplica,MWh,411.14,234.68
ESE,B1,Convencional pré-pagamento,Residencial,Baixa Renda,Não se aplica,MWh,356.66,234.68
ESE,B1,Convencional pré-pagamento,Residencial,Residencial,Não se aplica,MWh,411.14,234.68
ESE,B2,Branca,Rural,Cooperativa de eletrificação rural,Ponta,MWh,991.26,339.86
ESE,B2,Branca,Rural,Cooperativa de eletrificação rural,Intermediário,MWh,628.39,209.76
ESE,B2,Branca,Rural,Cooperativa de eletrificação rural,Fora ponta,MWh,265.52,209.76
ESE,B2,Branca,Rural,Não se aplica,Ponta,MWh,991.26,339.86
ESE,B2,Branca,Rural,Não se aplica,Intermediário,MWh,628.39,209.76
ESE,B2,Branca,Rural,Não se aplica,Fora ponta,MWh,265.52,209.76
ESE,B2,Branca,Rural,Serviço público de irrigação rural,Ponta,MWh,970.17,332.63
ESE,B2,Branca,Rural,Serviço público de irrigação rural,Intermediário,MWh,615.02,205.29
ESE,B2,Branca,Rural,Serviço público de irrigação rural,Fora ponta,MWh,259.87,205.29
ESE,B2,Convencional,Rural,Cooperativa de eletrificação rural,Não se aplica,MWh,386.47,220.6
ESE,B2,Convencional,Rural,Não se aplica,Não se aplica,MWh,386.47,220.6
ESE,B2,Convencional,Rural,Serviço público de irrigação rural,Não se aplica,MWh,378.25,215.9
ESE,B2,Convencional pré-pagamento,Rural,Cooperativa de eletrificação rural,Não se aplica,MWh,386.47,220.6
ESE,B2,Convencional pré-pagamento,Rural,Não se aplica,Não se aplica,MWh,386.47,220.6
ESE,B2,Convencional pré-pagamento,Rural,Serviço público de irrigação rural,Não se aplica,MWh,378.25,215.9
ESE,B3,Branca,Não se aplica,Não se aplica,Ponta,MWh,1134.95,361.55
ESE,B3,Branca,Não se aplica,Não se aplica,Intermediário,MWh,716.75,223.15
ESE,B3,Branca,Não se aplica,Não se aplica,Fora ponta,MWh,298.55,223.15
ESE,B3,Convencional,Não se aplica,Não se aplica,Não se aplica,MWh,411.14,234.68
ESE,B3,Convencional pré-pagamento,Não se aplica,Não se aplica,Não se aplica,MWh,411.14,234.68
ESE,B4,Convencional,Iluminação pública,Iluminação pública – B4a,Não se aplica,MWh,226.13,129.07
ESE,B4,Convencional,Iluminação pública,Iluminação pública – B4b,Não se aplica,MWh,246.69,140.81
ESS,A2,Azul,Não se aplica,Não se aplica,Ponta,MWh,4.33,0.0
ESS,A2,Azul,Não se aplica,Não se aplica,Ponta,kW,16.75,0.0
ESS,A2,Azul,Não se aplica,Não se aplica,Fora ponta,MWh,4.33,0.0
ESS,A2,Azul,Não se aplica,Não se aplica,Fora ponta,kW,11.69,0.0
ESS,A2,Azul,Não se aplica,Não se aplica,Ponta,MWh,88.2,414.64
ESS,A2,Azul,Não se aplica,Não se aplica,Ponta,kW,16.75,0.0
ESS,A2,Azul,Não se aplica,Não se aplica,Fora ponta,MWh,88.2,255.26
ESS,A2,Azul,Não se aplica,Não se aplica,Fora ponta,kW,11.69,0.0
ESS,A2,Geração,Não se aplica,Não se aplica,Não se aplica,kW,5.72,0.0
ESS,A2,Geração,Não se aplica,Não se aplica,Não se aplica,kW,5.07,0.0
ESS,A2,Geração,Não se aplica,Não se aplica,Não se aplica,kW,5.46,0.0
ESS,A2,Geração,Não se aplica,Não se aplica,Não se aplica,kW,5.3,0.0
ESS,A2,Geração,Não se aplica,Não se aplica,Não se aplica,kW,4.99,0.0
ESS,A2,Geração,Não se aplica,Não se aplica,Não se aplica,kW,4.77,0.0
ESS,A2,Geração,Não se aplica,Não se aplica,Não se aplica,kW,5.07,0.0
ESS,A2,Geração,Não se aplica,Não se aplica,Não se aplica,kW,4.29,0.0
ESS,A2,Geração,Não se aplica,Não se aplica,Não se aplica,kW,5.07,0.0
ESS,A2,Geração,Não se aplica,Não se aplica,Não se aplica,kW,5.11,0.0
ESS,A2,Geração,Não se aplica,Não se aplica,Não se aplica,kW,5.1,0.0
ESS,A2,Geração,Não se aplica,Não se aplica,Não se aplica,kW,4.86,0.0
ESS,A2,Geração,Não se aplica,Não se aplica,Não se aplica,kW,5.02,0.0
ESS,A2,Geração,Não se aplica,Não se aplica,Não se aplica,kW,5.05,0.0
ESS,A2,Geração,Não se aplica,Não se aplica,Não se aplica,kW,5.61,0.0
ESS,A3,Azul,Não se aplica,Não se aplica,Ponta,MWh,20.46,0.0
ESS,A3,Azul,Não se aplica,Não se aplica,Ponta,kW,15.83,0.0
ESS,A3,Azul,Não se aplica,Não se aplica,Fora ponta,MWh,20.46,0.0
ESS,A3,Azul,Não se aplica,Não se aplica,Fora ponta,kW,9.91,0.0
ESS,A3,Azul,Não se aplica,Não se aplica,Ponta,MWh,104.33,414.64
ESS,A3,Azul,Não se aplica,Não se aplica,Ponta,kW,15.83,0.0
ESS,A3,Azul,Não se aplica,Não se aplica,Fora ponta,MWh,104.33,255.26
ESS,A3,Azul,Não se aplica,Não se aplica,Fora ponta,kW,9.91,0.0
ESS,A3,Geração,Não se aplica,Não se aplica,Não se aplica,kW,3.77,0.0
ESS,A3a,Azul,Não se aplica,Não se aplica,Ponta,MWh,14.12,0.0
ESS,A3a,Azul,Não se aplica,Não se aplica,Ponta,kW,38.19,0.0
ESS,A3a,Azul,Não se aplica,Não se aplica,Fora ponta,MWh,14.12,0.0
ESS,A3a,Azul,Não se aplica,Não se aplica,Fora ponta,kW,19.43,0.0
ESS,A3a,Azul,Não se aplica,Não se aplica,Ponta,MWh,121.74,414.64
ESS,A3a,Azul,Não se aplica,Não se aplica,Ponta,kW,38.19,0.0
ESS,A3a,Azul,Não se aplica,Não se aplica,Fora ponta,MWh,121.74,255.26
ESS,A3a,Azul,Não se aplica,Não se aplica,Fora ponta,kW,19.43,0.0
ESS,A3a,Convencional,Não se aplica,Não se aplica,Não se aplica,MWh,121.74,268.55
ESS,A3a,Convencional,Não se aplica,Não se aplica,Não se aplica,kW,46.93,0.0
ESS,A3a,Distribuição,Não se aplica,Não se aplica,Ponta,kW,21.02,0.0
ESS,A3a,Distribuição,Não se aplica,Não se aplica,Não se aplica,MWh,10.73,0.0
ESS,A3a,Distribuição,Não se aplica,Não se aplica,Fora ponta,kW,13.02,0.0
ESS,A3a,Geração,Não se aplica,Não se aplica,Não se aplica,kW,5.33,0.0
ESS,A3a,Verde,Não se aplica,Não se aplica,Ponta,MWh,942.52,0.0
ESS,A3a,Verde,Não se aplica,Não se aplica,Não se aplica,kW,19.43,0.0
ESS,A3a,Verde,Não se aplica,Não se aplica,Fora ponta,MWh,14.12,0.0
ESS,A3a,Verde,Não se aplica,Não se aplica,Ponta,MWh,1050.14,414.64
ESS,A3a,Verde,Não se aplica,Não se aplica,Não se aplica,kW,19.43,0.0
ESS,A3a,Verde,Não se aplica,Não se aplica,Fora ponta,MWh,121.74,255.26
ESS,A4,Azul,Não se aplica,Não se aplica,Ponta,MWh,14.12,0.0
ESS,A4,Azul,Não se aplica,Não se aplica,Ponta,kW,38.19,0.0
ESS,A4,Azul,Não se aplica,Não se aplica,Fora ponta,MWh,14.12,0.0
ESS,A4,Azul,Não se aplica,Não se aplica,Fora ponta,kW,19.43,0.0
ESS,A4,Azul,Não se aplica,Não se aplica,Ponta,MWh,121.74,414.64
ESS,A4,Azul,Não se aplica,Não se aplica,Ponta,kW,38.19,0.0
ESS,A4,Azul,Não se aplica,Não se aplica,Fora ponta,MWh,121.74,255.26
ESS,A4,Azul,Não se aplica,Não se aplica,Fora ponta,kW,19.43,0.0
ESS,A4,Distribuição,Não se aplica,Não se aplica,Ponta,kW,21.02,0.0
ESS,A4,Distribuição,Não se aplica,Não se aplica,Ponta,kW,21.02,0.0
ESS,A4,Distribuição,Não se aplica,Não se aplica,Não se aplica,MWh,10.73,0.0
ESS,A4,Distribuição,Não se aplica,Não se aplica,Não se aplica,MWh,10.73,0.0
ESS,A4,Distribuição,Não se aplica,Não se aplica,Fora ponta,kW,13.02,0.0
ESS,A4,Distribuição,Não se aplica,Não se aplica,Fora ponta,kW,13.02,0.0
ESS,A4,Geração,Não se aplica,Não se aplica,Não se aplica,kW,5.33,0.0
ESS,A4,Verde,Não se aplica,Não se aplica,Ponta,MWh,942.52,0.0
ESS,A4,Verde,Não se aplica,Não se aplica,Não se aplica,kW,19.43,0.0
ESS,A4,Verde,Não se aplica,Não se aplica,Fora ponta,MWh,14.12,0.0
ESS,A4,Verde,Não se aplica,Não se aplica,Ponta,MWh,1050.14,414.64
ESS,A4,Verde,Não se aplica,Não se aplica,Não se aplica,kW,19.43,0.0
ESS,A4,Verde,Não se aplica,Não se aplica,Fora ponta,MWh,121.74,255.26
ESS,B,Geração,Não se aplica,Não se aplica,Não se aplica,kW,2.94,0.0
ESS,B,Geração,Não se aplica,Não se aplica,Não se aplica,kW,10.49,0.0
ESS,B1,Branca,Residencial,Residencial,Ponta,MWh,760.43,414.64
ESS,B1,Branca,Residencial,Residencial,Intermediário,MWh,520.09,255.26
ESS,B1,Branca,Residencial,Residencial,Fora ponta,MWh,279.75,255.26
ESS,B1,Convencional,Residencial,Baixa Renda,Não se aplica,MWh,228.51,268.55
ESS,B1,Convencional,Residencial,Residencial,Não se aplica,MWh,353.4,268.55
ESS,B1,Convencional pré-pagamento,Residencial,Baixa Renda,Não se aplica,MWh,228.51,268.55
ESS,B1,Convencional pré-pagamento,Residencial,Residencial,Não se aplica,MWh,353.4,268.55
ESS,B2,Branca,Rural,Cooperativa de eletrificação rural,Ponta,MWh,723.91,389.76
ESS,B2,Branca,Rural,Cooperativa de eletrificação rural,Intermediário,MWh,494.35,239.95
ESS,B2,Branca,Rural,Cooperativa de eletrificação rural,Fora ponta,MWh,264.79,239.95
ESS,B2,Branca,Rural,Não se aplica,Ponta,MWh,723.91,389.76
ESS,B2,Branca,Rural,Não se aplica,Intermediário,MWh,494.35,239.95
ESS,B2,Branca,Rural,Não se aplica,Fora ponta,MWh,264.79,239.95
ESS,B2,Branca,Rural,Serviço público de irrigação rural,Ponta,MWh,708.51,381.47
ESS,B2,Branca,Rural,Serviço público de irrigação rural,Intermediário,MWh,483.83,234.84
ESS,B2,Branca,Rural,Serviço público de irrigação rural,Fora ponta,MWh,259.16,234.84
ESS,B2,Convencional,Rural,Cooperativa de eletrificação rural,Não se aplica,MWh,332.2,252.43
ESS,B2,Convencional,Rural,Não se aplica,Não se aplica,MWh,332.2,252.43
ESS,B2,Convencional,Rural,Serviço público de irrigação rural,Não se aplica,MWh,325.13,247.06
ESS,B2,Convencional pré-pagamento,Rural,Cooperativa de eletrificação rural,Não se aplica,MWh,332.2,252.43
ESS,B2,Convencional pré-pagamento,Rural,Não se aplica,Não se aplica,MWh,332.2,252.43
ESS,B2,Convencional pré-pagamento,Rural,Serviço público de irrigação rural,Não se aplica,MWh,325.13,247.06
ESS,B3,Branca,Não se aplica,Não se aplica,Ponta,MWh,789.5,414.64
ESS,B3,Branca,Não se aplica,Não se aplica,Intermediário,MWh,537.53,255.26
ESS,B3,Branca,Não se aplica,Não se aplica,Fora ponta,MWh,285.57,255.26
ESS,B3,Convencional,Não se aplica,Não se aplica,Não se aplica,MWh,353.4,268.55
ESS,B3,Convencional pré-pagamento,Não se aplica,Não se aplica,Não se aplica,MWh,353.4,268.55
ESS,B4,Convencional,Iluminação pública,Iluminação pública – B4a,Não se aplica,MWh,194.37,147.7
ESS,B4,Convencional,Iluminação pública,Iluminação pública – B4b,Não se aplica,MWh,212.04,161.13
ETO,A2,Azul,Não se aplica,Não se aplica,Ponta,MWh,12.42,0.0
ETO,A2,Azul,Não se aplica,Não se aplica,Ponta,kW,23.04,0.0
ETO,A2,Azul,Não se aplica,Não se aplica,Fora ponta,MWh,12.42,0.0
ETO,A2,Azul,Não se aplica,Não se aplica,Fora ponta,kW,9.66,0.0
ETO,A2,Azul,Não se aplica,Não se aplica,Ponta,MWh,54.16,423.28
ETO,A2,Azul,Não se aplica,Não se aplica,Ponta,kW,23.04,0.0
ETO,A2,Azul,Não se aplica,Não se aplica,Fora ponta,MWh,54.16,258.24
ETO,A2,Azul,Não se aplica,Não se aplica,Fora ponta,kW,9.66,0.0
ETO,A2,Distribuição,Não se aplica,Não se aplica,Ponta,kW,25.06,0.0
ETO,A2,Distribuição,Não se aplica,Não se aplica,Não se aplica,MWh,10.61,0.0
ETO,A2,Distribuição,Não se aplica,Não se aplica,Fora ponta,kW,10.44,0.0
ETO,A2,Geração,Não se aplica,Não se aplica,Não se aplica,kW,5.23,0.0
ETO,A2,Geração,Não se aplica,Não se aplica,Não se aplica,kW,5.25,0.0
ETO,A2,Geração,Não se aplica,Não se aplica,Não se aplica,kW,5.26,0.0
ETO,A2,Geração,Não se aplica,Não se aplica,Não se aplica,kW,8.82,0.0
ETO,A2,Geração,Não se aplica,Não se aplica,Não se aplica,kW,7.07,0.0
ETO,A3,Azul,Não se aplica,Não se aplica,Ponta,MWh,186.56,0.0
ETO,A3,Azul,Não se aplica,Não se aplica,Ponta,kW,35.96,0.0
ETO,A3,Azul,Não se aplica,Não se aplica,Fora ponta,MWh,186.56,0.0
ETO,A3,Azul,Não se aplica,Não se aplica,Fora ponta,kW,13.83,0.0
ETO,A3,Azul,Não se aplica,Não se aplica,Ponta,MWh,228.3,423.28
ETO,A3,Azul,Não se aplica,Não se aplica,Ponta,kW,35.96,0.0
ETO,A3,Azul,Não se aplica,Não se aplica,Fora ponta,MWh,228.3,258.24
ETO,A3,Azul,Não se aplica,Não se aplica,Fora ponta,kW,13.83,0.0
ETO,A3,Geração,Não se aplica,Não se aplica,Não se aplica,kW,17.92,0.0
ETO,A3a,Azul,Não se aplica,Não se aplica,Ponta,MWh,29.59,0.0
ETO,A3a,Azul,Não se aplica,Não se aplica,Ponta,kW,75.01,0.0
ETO,A3a,Azul,Não se aplica,Não se aplica,Fora ponta,MWh,29.59,0.0
ETO,A3a,Azul,Não se aplica,Não se aplica,Fora ponta,kW,38.63,0.0
ETO,A3a,Azul,Não se aplica,Não se aplica,Ponta,MWh,80.32,423.28
ETO,A3a,Azul,Não se aplica,Não se aplica,Ponta,kW,75.01,0.0
ETO,A3a,Azul,Não se aplica,Não se aplica,Fora ponta,MWh,80.32,258.24
ETO,A3a,Azul,Não se aplica,Não se aplica,Fora ponta,kW,38.63,0.0
ETO,A3a,Convencional,Não se aplica,Não se aplica,Não se aplica,MWh,80.32,271.99
ETO,A3a,Convencional,Não se aplica,Não se aplica,Não se aplica,kW,92.64,0.0
ETO,A3a,Distribuição,Não se aplica,Não se aplica,Ponta,kW,32.88,0.0
ETO,A3a,Distribuição,Não se aplica,Não se aplica,Não se aplica,MWh,20.69,0.0
ETO,A3a,Distribuição,Não se aplica,Não se aplica,Fora ponta,kW,20.13,0.0
ETO,A3a,Geração,Não se aplica,Não se aplica,Não se aplica,kW,22.86,0.0
ETO,A3a,Verde,Não se aplica,Não se aplica,Ponta,MWh,1850.53,0.0
ETO,A3a,Verde,Não se aplica,Não se aplica,Não se aplica,kW,38.63,0.0
ETO,A3a,Verde,Não se aplica,Não se aplica,Fora ponta,MWh,29.59,0.0
ETO,A3a,Verde,Não se aplica,Não se aplica,Ponta,MWh,1901.27,423.28
ETO,A3a,Verde,Não se aplica,Não se aplica,Não se aplica,kW,38.63,0.0
ETO,A3a,Verde,Não se aplica,Não se aplica,Fora ponta,MWh,80.32,258.24
ETO,A4,Azul,Não se aplica,Não se aplica,Ponta,MWh,29.59,0.0
ETO,A4,Azul,Não se aplica,Não se aplica,Ponta,kW,75.01,0.0
ETO,A4,Azul,Não se aplica,Não se aplica,Fora ponta,MWh,29.59,0.0
ETO,A4,Azul,Não se aplica,Não se aplica,Fora ponta,kW,38.63,0.0
ETO,A4,Azul,Não se aplica,Não se aplica,Ponta,MWh,80.32,423.28
ETO,A4,Azul,Não se aplica,Não se aplica,Ponta,kW,75.01,0.0
ETO,A4,Azul,Não se aplica,Não se aplica,Fora ponta,MWh,80.32,258.24
ETO,A4,Azul,Não se aplica,Não se aplica,Fora ponta,kW,38.63,0.0
ETO,A4,Geração,Não se aplica,Não se aplica,Não se aplica,kW,22.86,0.0
ETO,A4,Verde,Não se aplica,Não se aplica,Ponta,MWh,1850.53,0.0
ETO,A4,Verde,Não se aplica,Não se aplica,Não se aplica,kW,38.63,0.0
ETO,A4,Verde,Não se aplica,Não se aplica,Fora ponta,MWh,29.59,0.0
ETO,A4,Verde,Não se aplica,Não se aplica,Ponta,MWh,1901.27,423.28
ETO,A4,Verde,Não se aplica,Não se aplica,Não se aplica,kW,38.63,0.0
ETO,A4,Verde,Não se aplica,Não se aplica,Fora ponta,MWh,80.32,258.24
ETO,B,Geração,Não se aplica,Não se aplica,Não se aplica,kW,6.61,0.0
ETO,B,Geração,Não se aplica,Não se aplica,Não se aplica,kW,30.08,0.0
ETO,B1,Branca,Residencial,Residencial,Ponta,MWh,1323.58,423.28
ETO,B1,Branca,Residencial,Residencial,Intermediário,MWh,838.44,258.24
ETO,B1,Branca,Residencial,Residencial,Fora ponta,MWh,353.3,258.24
ETO,B1,Convencional,Residencial,Baixa Renda,Não se aplica,MWh,432.47,271.99
ETO,B1,Convencional,Residencial,Residencial,Não se aplica,MWh,489.75,271.99
ETO,B1,Convencional pré-pagamento,Residencial,Baixa Renda,Não se aplica,MWh,432.47,271.99
ETO,B1,Convencional pré-pagamento,Residencial,Residencial,Não se aplica,MWh,489.75,271.99
ETO,B2,Branca,Rural,Cooperativa de eletrificação rural,Ponta,MWh,1190.72,397.89
ETO,B2,Branca,Rural,Cooperativa de eletrificação rural,Intermediário,MWh,756.07,242.74
ETO,B2,Branca,Rural,Cooperativa de eletrificação rural,Fora ponta,MWh,321.42,242.74
ETO,B2,Branca,Rural,Não se aplica,Ponta,MWh,1190.72,397.89
ETO,B2,Branca,Rural,Não se aplica,Intermediário,MWh,756.07,242.74
ETO,B2,Branca,Rural,Não se aplica,Fora ponta,MWh,321.42,242.74
ETO,B2,Branca,Rural,Serviço público de irrigação rural,Ponta,MWh,1165.39,389.42
ETO,B2,Branca,Rural,Serviço público de irrigação rural,Intermediário,MWh,739.98,237.58
ETO,B2,Branca,Rural,Serviço público de irrigação rural,Fora ponta,MWh,314.58,237.58
ETO,B2,Convencional,Rural,Cooperativa de eletrificação rural,Não se aplica,MWh,460.36,255.67
ETO,B2,Convencional,Rural,Não se aplica,Não se aplica,MWh,460.36,255.67
ETO,B2,Convencional,Rural,Serviço público de irrigação rural,Não se aplica,MWh,450.57,250.23
ETO,B2,Convencional pré-pagamento,Rural,Cooperativa de eletrificação rural,Não se aplica,MWh,460.36,255.67
ETO,B2,Convencional pré-pagamento,Rural,Não se aplica,Não se aplica,MWh,460.36,255.67
