CONCESSIONARIA,SUBGRUPO,MODALIDADE,CLASSE,SUBCLASSE,POSTO,UNIDADE,Total TUSD,Total TE
CERFOX,B2,Convencional pré-pagamento,Rural,Serviço público de irrigação rural,Não se aplica,MWh,444.0,224.47
CERFOX,B3,Branca,Não se aplica,Não se aplica,Ponta,MWh,1336.85,243.99
CERFOX,B3,Branca,Não se aplica,Não se aplica,Intermediário,MWh,855.69,243.99
CERFOX,B3,Branca,Não se aplica,Não se aplica,Fora ponta,MWh,374.53,243.99
CERFOX,B3,Convencional,Não se aplica,Não se aplica,Não se aplica,MWh,482.61,243.99
CERFOX,B3,Convencional pré-pagamento,Não se aplica,Não se aplica,Não se aplica,MWh,482.61,243.99
CERFOX,B4,Convencional,Iluminação pública,Iluminação pública – B4a,Não se aplica,MWh,265.44,134.19
CERFOX,B4,Convencional,Iluminação pública,Iluminação pública – B4b,Não se aplica,MWh,289.57,146.39
CERGAL,A4,Azul,Não se aplica,Não se aplica,Ponta,MWh,7.86,0.0
CERGAL,A4,Azul,Não se aplica,Não se aplica,Ponta,kW,112.13,0.0
CERGAL,A4,Azul,Não se aplica,Não se aplica,Fora ponta,MWh,7.86,0.0
CERGAL,A4,Azul,Não se aplica,Não se aplica,Fora ponta,kW,34.76,0.0
CERGAL,A4,Azul,Não se aplica,Não se aplica,Ponta,MWh,118.24,195.8
CERGAL,A4,Azul,Não se aplica,Não se aplica,Ponta,kW,112.13,0.0
CERGAL,A4,Azul,Não se aplica,Não se aplica,Fora ponta,MWh,118.24,195.8
CERGAL,A4,Azul,Não se aplica,Não se aplica,Fora ponta,kW,34.76,0.0
CERGAL,A4,Geração,Não se aplica,Não se aplica,Não se aplica,kW,10.71,0.0
CERGAL,A4,Verde,Não se aplica,Não se aplica,Ponta,MWh,2704.89,0.0
CERGAL,A4,Verde,Não se aplica,Não se aplica,Não se aplica,kW,34.76,0.0
CERGAL,A4,Verde,Não se aplica,Não se aplica,Fora ponta,MWh,7.86,0.0
CERGAL,A4,Verde,Não se aplica,Não se aplica,Ponta,MWh,2815.27,195.8
CERGAL,A4,Verde,Não se aplica,Não se aplica,Não se aplica,kW,34.76,0.0
CERGAL,A4,Verde,Não se aplica,Não se aplica,Fora ponta,MWh,118.24,195.8
CERGAL,B,Geração,Não se aplica,Não se aplica,Não se aplica,kW,11.05,0.0
CERGAL,B,Geração,Não se aplica,Não se aplica,Não se aplica,kW,22.47,0.0
CERGAL,B1,Branca,Residencial,Residencial,Ponta,MWh,1340.96,195.8
CERGAL,B1,Branca,Residencial,Residencial,Intermediário,MWh,863.66,195.8
CERGAL,B1,Branca,Residencial,Residencial,Fora ponta,MWh,386.4,195.8
CERGAL,B1,Convencional,Residencial,Baixa Renda,Não se aplica,MWh,461.04,195.8
CERGAL,B1,Convencional,Residencial,Residencial,Não se aplica,MWh,589.61,195.8
CERGAL,B1,Convencional pré-pagamento,Residencial,Baixa Renda,Não se aplica,MWh,461.04,195.8
CERGAL,B1,Convencional pré-pagamento,Residencial,Residencial,Não se aplica,MWh,589.61,195.8
CERGAL,B2,Branca,Rural,Cooperativa de eletrificação rural,Ponta,MWh,1364.26,184.05
CERGAL,B2,Branca,Rural,Cooperativa de eletrificação rural,Intermediário,MWh,874.07,184.05
CERGAL,B2,Branca,Rural,Cooperativa de eletrificação rural,Fora ponta,MWh,383.89,184.05
CERGAL,B2,Branca,Rural,Não se aplica,Ponta,MWh,1364.26,184.05
CERGAL,B2,Branca,Rural,Não se aplica,Intermediário,MWh,874.07,184.05
CERGAL,B2,Branca,Rural,Não se aplica,Fora ponta,MWh,383.89,184.05
CERGAL,B2,Branca,Rural,Serviço público de irrigação rural,Ponta,MWh,1335.23,180.14
CERGAL,B2,Branca,Rural,Serviço público de irrigação rural,Intermediário,MWh,855.48,180.14
CERGAL,B2,Branca,Rural,Serviço público de irrigação rural,Fora ponta,MWh,375.72,180.14
CERGAL,B2,Convencional,Rural,Cooperativa de eletrificação rural,Não se aplica,MWh,554.23,184.05
CERGAL,B2,Convencional,Rural,Não se aplica,Não se aplica,MWh,554.23,184.05
CERGAL,B2,Convencional,Rural,Serviço público de irrigação rural,Não se aplica,MWh,542.44,180.14
CERGAL,B2,Convencional pré-pagamento,Rural,Cooperativa de eletrificação rural,Não se aplica,MWh,554.23,184.05
CERGAL,B2,Convencional pré-pagamento,Rural,Não se aplica,Não se aplica,MWh,554.23,184.05
CERGAL,B2,Convencional pré-pagamento,Rural,Serviço público de irrigação rural,Não se aplica,MWh,542.44,180.14
CERGAL,B3,Branca,Não se aplica,Não se aplica,Ponta,MWh,1672.35,195.8
CERGAL,B3,Branca,Não se aplica,Não se aplica,Intermediário,MWh,1062.46,195.8
CERGAL,B3,Branca,Não se aplica,Não se aplica,Fora ponta,MWh,452.61,195.8
CERGAL,B3,Convencional,Não se aplica,Não se aplica,Não se aplica,MWh,589.61,195.8
CERGAL,B3,Convencional pré-pagamento,Não se aplica,Não se aplica,Não se aplica,MWh,589.61,195.8
CERGAL,B4,Convencional,Iluminação pública,Iluminação pública – B4a,Não se aplica,MWh,324.28,107.69
CERGAL,B4,Convencional,Iluminação pública,Iluminação pública – B4b,Não se aplica,MWh,353.76,117.48
CERILUZ,A3,Geração,Não se aplica,Não se aplica,Não se aplica,kW,3.1,0.0
CERILUZ,A4,Azul,Não se aplica,Não se aplica,Ponta,MWh,6.4,0.0
CERILUZ,A4,Azul,Não se aplica,Não se aplica,Ponta,kW,47.52,0.0
CERILUZ,A4,Azul,Não se aplica,Não se aplica,Fora ponta,MWh,6.4,0.0
CERILUZ,A4,Azul,Não se aplica,Não se aplica,Fora ponta,kW,36.39,0.0
CERILUZ,A4,Azul,Não se aplica,Não se aplica,Ponta,MWh,103.04,206.82
CERILUZ,A4,Azul,Não se aplica,Não se aplica,Ponta,kW,47.52,0.0
CERILUZ,A4,Azul,Não se aplica,Não se aplica,Fora ponta,MWh,103.04,206.82
CERILUZ,A4,Azul,Não se aplica,Não se aplica,Fora ponta,kW,36.39,0.0
CERILUZ,A4,Convencional,Não se aplica,Não se aplica,Não se aplica,MWh,0.0,206.82
CERILUZ,A4,Distribuição,Não se aplica,Não se aplica,Ponta,kW,33.31,0.0
CERILUZ,A4,Distribuição,Não se aplica,Não se aplica,Não se aplica,MWh,5.5600000000000005,0.0
CERILUZ,A4,Distribuição,Não se aplica,Não se aplica,Fora ponta,kW,28.2,0.0
CERILUZ,A4,Geração,Não se aplica,Não se aplica,Não se aplica,kW,6.07,0.0
CERILUZ,A4,Verde,Não se aplica,Não se aplica,Ponta,MWh,1149.6,0.0
CERILUZ,A4,Verde,Não se aplica,Não se aplica,Não se aplica,kW,36.39,0.0
CERILUZ,A4,Verde,Não se aplica,Não se aplica,Fora ponta,MWh,6.4,0.0
CERILUZ,A4,Verde,Não se aplica,Não se aplica,Ponta,MWh,1246.24,206.82
CERILUZ,A4,Verde,Não se aplica,Não se aplica,Não se aplica,kW,36.39,0.0
CERILUZ,A4,Verde,Não se aplica,Não se aplica,Fora ponta,MWh,103.04,206.82
CERILUZ,B,Geração,Não se aplica,Não se aplica,Não se aplica,kW,3.6,0.0
CERILUZ,B,Geração,Não se aplica,Não se aplica,Não se aplica,kW,9.35,0.0
CERILUZ,B1,Branca,Residencial,Residencial,Ponta,MWh,783.55,206.82
CERILUZ,B1,Branca,Residencial,Residencial,Intermediário,MWh,520.59,206.82
CERILUZ,B1,Branca,Residencial,Residencial,Fora ponta,MWh,257.61,206.82
CERILUZ,B1,Convencional,Residencial,Baixa Renda,Não se aplica,MWh,276.59,206.82
CERILUZ,B1,Convencional,Residencial,Residencial,Não se aplica,MWh,389.1,206.82
CERILUZ,B1,Convencional pré-pagamento,Residencial,Baixa Renda,Não se aplica,MWh,276.59,206.82
CERILUZ,B1,Convencional pré-pagamento,Residencial,Residencial,Não se aplica,MWh,389.1,206.82
CERILUZ,B2,Branca,Rural,Cooperativa de eletrificação rural,Ponta,MWh,761.26,194.41
CERILUZ,B2,Branca,Rural,Cooperativa de eletrificação rural,Intermediário,MWh,504.17,194.41
CERILUZ,B2,Branca,Rural,Cooperativa de eletrificação rural,Fora ponta,MWh,247.09,194.41
CERILUZ,B2,Branca,Rural,Não se aplica,Ponta,MWh,761.26,194.41
CERILUZ,B2,Branca,Rural,Não se aplica,Intermediário,MWh,504.17,194.41
CERILUZ,B2,Branca,Rural,Não se aplica,Fora ponta,MWh,247.09,194.41
CERILUZ,B2,Branca,Rural,Serviço público de irrigação rural,Ponta,MWh,745.06,190.27
CERILUZ,B2,Branca,Rural,Serviço público de irrigação rural,Intermediário,MWh,493.45,190.27
CERILUZ,B2,Branca,Rural,Serviço público de irrigação rural,Fora ponta,MWh,241.83,190.27
CERILUZ,B2,Convencional,Rural,Cooperativa de eletrificação rural,Não se aplica,MWh,365.75,194.41
CERILUZ,B2,Convencional,Rural,Não se aplica,Não se aplica,MWh,365.75,194.41
CERILUZ,B2,Convencional,Rural,Serviço público de irrigação rural,Não se aplica,MWh,357.97,190.27
CERILUZ,B2,Convencional pré-pagamento,Rural,Cooperativa de eletrificação rural,Não se aplica,MWh,365.75,194.41
CERILUZ,B2,Convencional pré-pagamento,Rural,Não se aplica,Não se aplica,MWh,365.75,194.41
CERILUZ,B2,Convencional pré-pagamento,Rural,Serviço público de irrigação rural,Não se aplica,MWh,357.97,190.27
CERILUZ,B3,Branca,Não se aplica,Não se aplica,Ponta,MWh,915.05,206.82
CERILUZ,B3,Branca,Não se aplica,Não se aplica,Intermediário,MWh,599.47,206.82
CERILUZ,B3,Branca,Não se aplica,Não se aplica,Fora ponta,MWh,283.9,206.82
CERILUZ,B3,Convencional,Não se aplica,Não se aplica,Não se aplica,MWh,389.1,206.82
CERILUZ,B3,Convencional pré-pagamento,Não se aplica,Não se aplica,Não se aplica,MWh,389.1,206.82
CERILUZ,B4,Convencional,Iluminação pública,Iluminação pública – B4a,Não se aplica,MWh,214.0,113.75
CERILUZ,B4,Convencional,Iluminação pública,Iluminação pública – B4b,Não se aplica,MWh,233.46,124.09
CERIM,A4,Azul,Não se aplica,Não se aplica,Ponta,MWh,6.16,0.0
CERIM,A4,Azul,Não se aplica,Não se aplica,Ponta,kW,79.05,0.0
CERIM,A4,Azul,Não se aplica,Não se aplica,Fora ponta,MWh,6.16,0.0
CERIM,A4,Azul,Não se aplica,Não se aplica,Fora ponta,kW,28.59,0.0
CERIM,A4,Azul,Não se aplica,Não se aplica,Ponta,MWh,95.21,185.96
CERIM,A4,Azul,Não se aplica,Não se aplica,Ponta,kW,79.05,0.0
CERIM,A4,Azul,Não se aplica,Não se aplica,Fora ponta,MWh,95.21,185.96
CERIM,A4,Azul,Não se aplica,Não se aplica,Fora ponta,kW,28.59,0.0
CERIM,A4,Geração,Não se aplica,Não se aplica,Não se aplica,kW,4.15,0.0
CERIM,A4,Verde,Não se aplica,Não se aplica,Ponta,MWh,1907.09,0.0
CERIM,A4,Verde,Não se aplica,Não se aplica,Não se aplica,kW,28.59,0.0
CERIM,A4,Verde,Não se aplica,Não se aplica,Fora ponta,MWh,6.16,0.0
CERIM,A4,Verde,Não se aplica,Não se aplica,Ponta,MWh,1996.14,185.96
CERIM,A4,Verde,Não se aplica,Não se aplica,Não se aplica,kW,28.59,0.0
CERIM,A4,Verde,Não se aplica,Não se aplica,Fora ponta,MWh,95.21,185.96
CERIM,B,Geração,Não se aplica,Não se aplica,Não se aplica,kW,7.43,0.0
CERIM,B,Geração,Não se aplica,Não se aplica,Não se aplica,kW,13.12,0.0
CERIM,B1,Branca,Residencial,Residencial,Ponta,MWh,1155.09,185.96
CERIM,B1,Branca,Residencial,Residencial,Intermediário,MWh,743.26,185.96
CERIM,B1,Branca,Residencial,Residencial,Fora ponta,MWh,331.43,185.96
CERIM,B1,Convencional,Residencial,Baixa Renda,Não se aplica,MWh,425.94,185.96
CERIM,B1,Convencional,Residencial,Residencial,Não se aplica,MWh,529.27,185.96
CERIM,B1,Convencional pré-pagamento,Residencial,Baixa Renda,Não se aplica,MWh,425.94,185.96
CERIM,B1,Convencional pré-pagamento,Residencial,Residencial,Não se aplica,MWh,529.27,185.96
CERIM,B2,Branca,Rural,Cooperativa de eletrificação rural,Ponta,MWh,1256.56,174.8
CERIM,B2,Branca,Rural,Cooperativa de eletrificação rural,Intermediário,MWh,801.13,174.8
CERIM,B2,Branca,Rural,Cooperativa de eletrificação rural,Fora ponta,MWh,345.71,174.8
CERIM,B2,Branca,Rural,Não se aplica,Ponta,MWh,1256.56,174.8
CERIM,B2,Branca,Rural,Não se aplica,Intermediário,MWh,801.13,174.8
CERIM,B2,Branca,Rural,Não se aplica,Fora ponta,MWh,345.71,174.8
CERIM,B2,Branca,Rural,Serviço público de irrigação rural,Ponta,MWh,1229.83,171.08
CERIM,B2,Branca,Rural,Serviço público de irrigação rural,Intermediário,MWh,784.08,171.08
CERIM,B2,Branca,Rural,Serviço público de irrigação rural,Fora ponta,MWh,338.35,171.08
CERIM,B2,Convencional,Rural,Cooperativa de eletrificação rural,Não se aplica,MWh,497.51,174.8
CERIM,B2,Convencional,Rural,Não se aplica,Não se aplica,MWh,497.51,174.8
CERIM,B2,Convencional,Rural,Serviço público de irrigação rural,Não se aplica,MWh,486.93,171.08
CERIM,B2,Convencional pré-pagamento,Rural,Cooperativa de eletrificação rural,Não se aplica,MWh,497.51,174.8
CERIM,B2,Convencional pré-pagamento,Rural,Não se aplica,Não se aplica,MWh,497.51,174.8
CERIM,B2,Convencional pré-pagamento,Rural,Serviço público de irrigação rural,Não se aplica,MWh,486.93,171.08
CERIM,B3,Branca,Não se aplica,Não se aplica,Ponta,MWh,1457.9,185.96
CERIM,B3,Branca,Não se aplica,Não se aplica,Intermediário,MWh,924.95,185.96
CERIM,B3,Branca,Não se aplica,Não se aplica,Fora ponta,MWh,391.99,185.96
CERIM,B3,Convencional,Não se aplica,Não se aplica,Não se aplica,MWh,529.27,185.96
CERIM,B3,Convencional pré-pagamento,Não se aplica,Não se aplica,Não se aplica,MWh,529.27,185.96
CERIM,B4,Convencional,Iluminação pública,Iluminação pública – B4a,Não se aplica,MWh,291.1,102.28
CERIM,B4,Convencional,Iluminação pública,Iluminação pública – B4b,Não se aplica,MWh,317.56,111.57
CERIPA,A4,Azul,Não se aplica,Não se aplica,Ponta,MWh,18.98,0.0
CERIPA,A4,Azul,Não se aplica,Não se aplica,Ponta,kW,94.44,0.0
CERIPA,A4,Azul,Não se aplica,Não se aplica,Fora ponta,MWh,18.98,0.0
CERIPA,A4,Azul,Não se aplica,Não se aplica,Fora ponta,kW,24.27,0.0
CERIPA,A4,Azul,Não se aplica,Não se aplica,Ponta,MWh,103.31,217.63
CERIPA,A4,Azul,Não se aplica,Não se aplica,Ponta,kW,94.44,0.0
CERIPA,A4,Azul,Não se aplica,Não se aplica,Fora ponta,MWh,103.31,217.63
CERIPA,A4,Azul,Não se aplica,Não se aplica,Fora ponta,kW,24.27,0.0
CERIPA,A4,Geração,Não se aplica,Não se aplica,Não se aplica,kW,8.55,0.0
CERIPA,A4,Verde,Não se aplica,Não se aplica,Ponta,MWh,2289.35,0.0
CERIPA,A4,Verde,Não se aplica,Não se aplica,Não se aplica,kW,24.27,0.0
CERIPA,A4,Verde,Não se aplica,Não se aplica,Fora ponta,MWh,18.98,0.0
CERIPA,A4,Verde,Não se aplica,Não se aplica,Ponta,MWh,2373.68,217.63
CERIPA,A4,Verde,Não se aplica,Não se aplica,Não se aplica,kW,24.27,0.0
CERIPA,A4,Verde,Não se aplica,Não se aplica,Fora ponta,MWh,103.31,217.63
CERIPA,B,Geração,Não se aplica,Não se aplica,Não se aplica,kW,5.29,0.0
CERIPA,B,Geração,Não se aplica,Não se aplica,Não se aplica,kW,17.75,0.0
CERIPA,B1,Branca,Residencial,Residencial,Ponta,MWh,941.02,217.63
CERIPA,B1,Branca,Residencial,Residencial,Intermediário,MWh,262.15,217.63
CERIPA,B1,Branca,Residencial,Residencial,Fora ponta,MWh,351.48,217.63
CERIPA,B1,Convencional,Residencial,Baixa Renda,Não se aplica,MWh,396.66,217.63
CERIPA,B1,Convencional,Residencial,Residencial,Não se aplica,MWh,494.39,217.63
CERIPA,B1,Convencional pré-pagamento,Residencial,Baixa Renda,Não se aplica,MWh,396.66,217.63
CERIPA,B1,Convencional pré-pagamento,Residencial,Residencial,Não se aplica,MWh,494.39,217.63
CERIPA,B2,Branca,Rural,Cooperativa de eletrificação rural,Ponta,MWh,954.1,204.57
CERIPA,B2,Branca,Rural,Cooperativa de eletrificação rural,Intermediário,MWh,623.98,204.57
CERIPA,B2,Branca,Rural,Cooperativa de eletrificação rural,Fora ponta,MWh,293.89,204.57
CERIPA,B2,Branca,Rural,Não se aplica,Ponta,MWh,954.1,204.57
CERIPA,B2,Branca,Rural,Não se aplica,Intermediário,MWh,623.98,204.57
CERIPA,B2,Branca,Rural,Não se aplica,Fora ponta,MWh,293.89,204.57
CERIPA,B2,Branca,Rural,Serviço público de irrigação rural,Ponta,MWh,933.8,200.22
CERIPA,B2,Branca,Rural,Serviço público de irrigação rural,Intermediário,MWh,610.71,200.22
CERIPA,B2,Branca,Rural,Serviço público de irrigação rural,Fora ponta,MWh,287.64,200.22
CERIPA,B2,Convencional,Rural,Cooperativa de eletrificação rural,Não se aplica,MWh,464.73,204.57
CERIPA,B2,Convencional,Rural,Não se aplica,Não se aplica,MWh,464.73,204.57
CERIPA,B2,Convencional,Rural,Serviço público de irrigação rural,Não se aplica,MWh,454.84,200.22
CERIPA,B2,Convencional pré-pagamento,Rural,Cooperativa de eletrificação rural,Não se aplica,MWh,464.73,204.57
CERIPA,B2,Convencional pré-pagamento,Rural,Não se aplica,Não se aplica,MWh,464.73,204.57
CERIPA,B2,Convencional pré-pagamento,Rural,Serviço público de irrigação rural,Não se aplica,MWh,454.84,200.22
CERIPA,B3,Branca,Não se aplica,Não se aplica,Ponta,MWh,1304.38,217.63
CERIPA,B3,Branca,Não se aplica,Não se aplica,Intermediário,MWh,837.45,217.63
CERIPA,B3,Branca,Não se aplica,Não se aplica,Fora ponta,MWh,370.52,217.63
CERIPA,B3,Convencional,Não se aplica,Não se aplica,Não se aplica,MWh,494.39,217.63
CERIPA,B3,Convencional pré-pagamento,Não se aplica,Não se aplica,Não se aplica,MWh,494.39,217.63
CERIPA,B4,Convencional,Iluminação pública,Iluminação pública – B4a,Não se aplica,MWh,271.92,119.7
CERIPA,B4,Convencional,Iluminação pública,Iluminação pública – B4b,Não se aplica,MWh,296.64,130.58
CERIS,A4,Azul,Não se aplica,Não se aplica,Ponta,MWh,5.22,0.0
CERIS,A4,Azul,Não se aplica,Não se aplica,Ponta,kW,78.81,0.0
CERIS,A4,Azul,Não se aplica,Não se aplica,Fora ponta,MWh,5.22,0.0
CERIS,A4,Azul,Não se aplica,Não se aplica,Fora ponta,kW,37.7,0.0
CERIS,A4,Azul,Não se aplica,Não se aplica,Ponta,MWh,97.14,116.43
CERIS,A4,Azul,Não se aplica,Não se aplica,Ponta,kW,78.81,0.0
CERIS,A4,Azul,Não se aplica,Não se aplica,Fora ponta,MWh,97.14,116.43
CERIS,A4,Azul,Não se aplica,Não se aplica,Fora ponta,kW,37.7,0.0
CERIS,A4,Convencional,Não se aplica,Não se aplica,Não se aplica,MWh,0.0,116.43
CERIS,A4,Geração,Não se aplica,Não se aplica,Não se aplica,kW,10.96,0.0
CERIS,A4,Verde,Não se aplica,Não se aplica,Ponta,MWh,1900.57,0.0
CERIS,A4,Verde,Não se aplica,Não se aplica,Não se aplica,kW,37.7,0.0
CERIS,A4,Verde,Não se aplica,Não se aplica,Fora ponta,MWh,5.22,0.0
CERIS,A4,Verde,Não se aplica,Não se aplica,Ponta,MWh,1992.5,116.43
CERIS,A4,Verde,Não se aplica,Não se aplica,Não se aplica,kW,37.7,0.0
CERIS,A4,Verde,Não se aplica,Não se aplica,Fora ponta,MWh,97.14,116.43
CERIS,B,Geração,Não se aplica,Não se aplica,Não se aplica,kW,4.33,0.0
CERIS,B,Geração,Não se aplica,Não se aplica,Não se aplica,kW,19.4,0.0
CERIS,B1,Branca,Residencial,Residencial,Ponta,MWh,1689.48,116.43
CERIS,B1,Branca,Residencial,Residencial,Intermediário,MWh,1067.06,116.43
CERIS,B1,Branca,Residencial,Residencial,Fora ponta,MWh,444.69,116.43
CERIS,B1,Convencional,Residencial,Baixa Renda,Não se aplica,MWh,563.42,116.43
CERIS,B1,Convencional,Residencial,Residencial,Não se aplica,MWh,670.08,116.43
CERIS,B1,Convencional pré-pagamento,Residencial,Baixa Renda,Não se aplica,MWh,563.42,116.43
CERIS,B1,Convencional pré-pagamento,Residencial,Residencial,Não se aplica,MWh,670.08,116.43
CERIS,B2,Branca,Rural,Cooperativa de eletrificação rural,Ponta,MWh,1840.27,109.44
CERIS,B2,Branca,Rural,Cooperativa de eletrificação rural,Intermediário,MWh,1154.38,109.44
CERIS,B2,Branca,Rural,Cooperativa de eletrificação rural,Fora ponta,MWh,468.48,109.44
CERIS,B2,Branca,Rural,Não se aplica,Ponta,MWh,1840.27,109.44
CERIS,B2,Branca,Rural,Não se aplica,Intermediário,MWh,1154.38,109.44
CERIS,B2,Branca,Rural,Não se aplica,Fora ponta,MWh,468.48,109.44
CERIS,B2,Branca,Rural,Serviço público de irrigação rural,Ponta,MWh,1801.12,107.11
CERIS,B2,Branca,Rural,Serviço público de irrigação rural,Intermediário,MWh,1129.81,107.11
CERIS,B2,Branca,Rural,Serviço público de irrigação rural,Fora ponta,MWh,458.51,107.11
CERIS,B2,Convencional,Rural,Cooperativa de eletrificação rural,Não se aplica,MWh,629.88,109.44
CERIS,B2,Convencional,Rural,Não se aplica,Não se aplica,MWh,629.88,109.44
CERIS,B2,Convencional,Rural,Serviço público de irrigação rural,Não se aplica,MWh,616.48,107.11
CERIS,B2,Convencional pré-pagamento,Rural,Cooperativa de eletrificação rural,Não se aplica,MWh,629.88,109.44
CERIS,B2,Convencional pré-pagamento,Rural,Não se aplica,Não se aplica,MWh,629.88,109.44
CERIS,B2,Convencional pré-pagamento,Rural,Serviço público de irrigação rural,Não se aplica,MWh,616.48,107.11
CERIS,B3,Branca,Não se aplica,Não se aplica,Ponta,MWh,1984.61,116.43
CERIS,B3,Branca,Não se aplica,Não se aplica,Intermediário,MWh,1244.11,116.43
CERIS,B3,Branca,Não se aplica,Não se aplica,Fora ponta,MWh,503.73,116.43
CERIS,B3,Convencional,Não se aplica,Não se aplica,Não se aplica,MWh,670.08,116.43
CERIS,B3,Convencional pré-pagamento,Não se aplica,Não se aplica,Não se aplica,MWh,670.08,116.43
CERIS,B4,Convencional,Iluminação pública,Iluminação pública – B4a,Não se aplica,MWh,368.55,64.04
CERIS,B4,Convencional,Iluminação pública,Iluminação pública – B4b,Não se aplica,MWh,402.05,69.86
CERMC,A4,Azul,Não se aplica,Não se aplica,Ponta,MWh,12.75,0.0
CERMC,A4,Azul,Não se aplica,Não se aplica,Ponta,kW,57.23,0.0
CERMC,A4,Azul,Não se aplica,Não se aplica,Fora ponta,MWh,12.75,0.0
CERMC,A4,Azul,Não se aplica,Não se aplica,Fora ponta,kW,15.19,0.0
CERMC,A4,Azul,Não se aplica,Não se aplica,Ponta,MWh,102.25,323.17
CERMC,A4,Azul,Não se aplica,Não se aplica,Ponta,kW,57.23,0.0
CERMC,A4,Azul,Não se aplica,Não se aplica,Fora ponta,MWh,102.25,323.17
CERMC,A4,Azul,Não se aplica,Não se aplica,Fora ponta,kW,15.19,0.0
CERMC,A4,Geração,Não se aplica,Não se aplica,Não se aplica,kW,4.8100000000000005,0.0
CERMC,A4,Verde,Não se aplica,Não se aplica,Ponta,MWh,1389.22,0.0
CERMC,A4,Verde,Não se aplica,Não se aplica,Não se aplica,kW,15.19,0.0
CERMC,A4,Verde,Não se aplica,Não se aplica,Fora ponta,MWh,12.75,0.0
CERMC,A4,Verde,Não se aplica,Não se aplica,Ponta,MWh,1478.72,323.17
CERMC,A4,Verde,Não se aplica,Não se aplica,Não se aplica,kW,15.19,0.0
CERMC,A4,Verde,Não se aplica,Não se aplica,Fora ponta,MWh,102.25,323.17
